symbol,date,from,to
TNXP,2019-11-01,10,1
TNXP,2018-11-28,10,1
TNXP,2017-03-17,10,1
TNXP,2013-05-01,20,1
LDDR,2025-02-03,11,1
BTTC,2025-02-03,140,1
BTTC,2005-04-19,2,3
ZKIN,2025-01-31,7,1
BLRX,2025-01-30,40,1
BLRX,2019-07-15,15,1
QGEN,2025-01-29,36,35
QGEN,2024-01-30,25,24.25
QGEN,2017-01-25,27,26
INKT,2025-01-28,10,1
GITS,2025-01-27,20,1
BNGO,2025-01-27,60,1
BNGO,2023-08-07,10,1
YI,2025-01-24,10,1
LEN,2025-01-21,1000,1033
LEN,2017-11-09,1000,1017
LEN,2004-01-21,1,2
LEN,2003-04-22,10,11
BQ,2025-01-21,10,1
BQ,2023-08-21,1,0.3
BQ,2022-06-03,6,1
OUT,2025-01-17,1.024549,1
OUT,2024-11-15,1,1.0409165303
OUT,2014-11-18,1,1.1216
OUT,2014-11-18,1,1.1722
RLI,2025-01-16,1,2
RLI,2014-01-16,1,2
MBIO,2025-01-16,50,1
MBIO,2023-04-04,15,1
UVIX,2025-01-15,10,1
UVIX,2023-10-11,10,1
UVIX,2023-01-25,5,1
EVAX,2025-01-14,5,1
EVAX,2024-01-22,10,1
TSDD,2025-01-13,20,1
THCH,2025-01-13,5,1
OBT,2025-01-13,1,2
XTIA,2025-01-10,250,1
XTIA,2024-03-13,100,1
ODC,2025-01-06,1,2
ODC,2006-09-11,4,5
IDAI,2025-01-06,15,1
IDAI,2023-03-23,5,1
IDAI,2021-08-23,1,5
MTH,2025-01-03,1,2
KLIP,2025-01-02,3,1
ELBM,2025-01-02,4,1
ELBM,2022-04-13,18,1
CVLG,2025-01-02,1,2
ATCH,2025-01-02,60,1
HYBI,2024-12-27,5,1
CRVL,2024-12-26,1,3
CRVL,2013-06-27,1,2
CRVL,2006-12-11,2,3
TSCO,2024-12-20,1,5
TSCO,2013-09-27,1,2
TSCO,2010-09-03,1,2
TSCO,2003-08-22,1,2
MTC,2024-12-18,8,1
MTC,2022-07-13,10,1
PATK,2024-12-16,2,3
PATK,2017-12-11,2,3
PATK,2015-06-01,2,3
PANW,2024-12-16,1,2
PANW,2022-09-14,1,3
MSTZ,2024-12-16,20,1
GPUS,2024-12-13,1,1.139
GPUS,2024-11-25,35,1
GPUS,2024-04-12,1000,1024
GPUS,2024-01-17,25,1
GPUS,2023-06-23,1000,1318
GPUS,2023-05-18,300,1
GPUS,2019-08-06,40,1
GPUS,2019-03-15,20,1
ETR,2024-12-13,1,2
DBGI,2024-12-13,50,1
DBGI,2023-08-22,25,1
DBGI,2022-11-04,100,1
WIT,2024-12-11,1,2
WIT,2019-03-15,3,4
WIT,2017-06-22,1,2
WIT,2010-06-23,3,5
WIT,2005-09-02,1,2
WIT,2004-07-02,1,3
JL,2024-12-10,10,1
FBYD,2024-12-10,1,1.2
HUIZ,2024-12-09,5,1
GSOL,2024-12-09,1,5
ENSC,2024-12-06,15,1
ENSC,2023-03-31,12,1
ENSC,2022-10-28,20,1
ENSC,2006-07-27,1000,1
ANET,2024-12-04,1,4
ANET,2021-11-18,1,4
FTCI,2024-12-02,10,1
IRS,2024-11-29,1,1.036013447
IRS,2023-12-06,1,1.017478491
IRS,2023-10-03,1,0.907804514
DBVT,2024-11-29,5,1
DBVT,2024-06-07,2,1
TARK,2024-11-27,1,2
TARK,2022-12-01,5,1
SARK,2024-11-27,3,1
MSOX,2024-11-26,20,1
CTXR,2024-11-26,25,1
CTXR,2017-06-09,15,1
APLM,2024-11-25,100,1
PEO,2024-11-22,1,1.039467849
ETH,2024-11-20,10,1
BTC,2024-11-20,5,1
SOS,2024-11-19,15,1
SOS,2022-07-06,50,1
SOS,2019-12-03,10,1
POLA,2024-11-19,7,1
TPET,2024-11-15,20,1
TKLF,2024-11-15,10,1
INM,2024-11-14,20,1
INM,2022-09-07,25,1
FCEL,2024-11-11,30,1
FCEL,2019-05-09,12,1
FCEL,2015-12-04,12,1
YCS,2024-11-07,1,2
YCS,2022-05-26,1,2
YCS,2011-10-13,3,1
VIXY,2024-11-07,4,1
VIXY,2023-06-23,5,1
VIXY,2021-05-26,4,1
VIXY,2017-07-17,4,1
VIXY,2016-07-25,5,1
VIXY,2013-06-10,5,1
TWM,2024-11-07,5,1
TWM,2021-01-21,4,1
TWM,2014-01-24,4,1
TWM,2011-02-25,4,1
SRS,2024-11-07,4,1
SRS,2021-05-25,2,1
SRS,2015-05-20,4,1
SRS,2011-10-13,3,1
SRS,2010-04-15,5,1
SKF,2024-11-07,4,1
SKF,2022-01-13,2,1
SKF,2021-01-21,2,1
SKF,2014-11-06,4,1
SKF,2011-02-25,4,1
SH,2024-11-07,4,1
SH,2016-06-24,2,1
SEF,2024-11-07,4,1
SEF,2018-05-24,2,1
SDOW,2024-11-07,4,1
SDOW,2021-05-25,4,1
SDOW,2019-05-24,4,1
SDOW,2017-01-12,4,1
SDOW,2012-10-05,4,1
RXL,2024-11-07,1,2
RXL,2021-01-21,1,2
RXL,2015-05-20,1,2
RXL,2013-06-10,1,2
NDRA,2024-11-07,35,1
NDRA,2024-08-20,50,1
NDRA,2022-12-09,20,1
EWV,2024-11-07,4,1
EWV,2014-01-24,4,1
EUM,2024-11-07,2,1
EPV,2024-11-07,5,1
EPV,2014-01-24,4,1
EPV,2011-02-25,4,1
EFU,2024-11-07,2,1
EFU,2013-06-10,4,1
DUG,2024-11-07,4,1
DUG,2022-01-13,5,1
DUG,2013-06-10,4,1
DUG,2010-04-15,5,1
BITI,2024-11-07,5,1
RDY,2024-11-05,1,5
RDY,2006-09-07,1,2
YANG,2024-11-04,20,1
YANG,2018-03-29,10,1
YANG,2016-03-24,1,4
YANG,2015-05-20,10,1
YANG,2013-04-02,5,1
WEBS,2024-11-04,10,1
WEBS,2020-08-28,10,1
TECS,2024-11-04,10,1
TECS,2021-10-25,10,1
TECS,2020-04-23,10,1
TECS,2018-03-29,5,1
TECS,2015-05-20,4,1
TECS,2013-04-02,5,1
TECS,2010-07-08,5,1
NVD,2024-11-04,25,1
NA,2024-11-04,10,1
MDU,2024-11-01,1000,1805
MDU,2023-06-01,1000,1457
ALBT,2024-10-28,15,1
ALBT,2023-01-05,10,1
AHT,2024-10-28,10,1
AHT,2021-07-19,10,1
AHT,2020-07-16,10,1
AMIX,2024-10-25,20,1
SNWV,2024-10-18,375,1
HURA,2024-10-18,1,2
MGRX,2024-10-16,15,1
ILLR,2024-10-16,4,1
DLPN,2024-10-16,2,1
DLPN,2020-11-27,5,1
UAVS,2024-10-15,50,1
UAVS,2024-02-09,20,1
SCYB,2024-10-11,1,2
SCMB,2024-10-11,1,2
SCHZ,2024-10-11,1,2
SCHX,2024-10-11,1,3
SCHX,2022-03-11,1,2
SCHV,2024-10-11,1,3
SCHR,2024-10-11,1,2
SCHP,2024-10-11,1,2
SCHO,2024-10-11,1,2
SCHM,2024-10-11,1,3
SCHK,2024-10-11,1,2
SCHJ,2024-10-11,1,2
SCHI,2024-10-11,1,2
SCHG,2024-10-11,1,4
SCHG,2022-03-11,1,2
SCHF,2024-10-11,1,2
SCHD,2024-10-11,1,3
SCHB,2024-10-11,1,3
SCHB,2022-03-11,1,2
SCHA,2024-10-11,1,2
SCHA,2022-03-11,1,2
FNDX,2024-10-11,1,3
FNDB,2024-10-11,1,3
FNDA,2024-10-11,1,2
XPON,2024-10-09,100,1
SONY,2024-10-09,1,5
AZ,2024-10-08,2.5,1
SIFY,2024-10-04,6,1
UPXI,2024-10-03,20,1
LRCX,2024-10-03,1,10
KRKR,2024-10-03,20,1
SFY,2024-10-02,5,1
SMCI,2024-10-01,1,10
RYAAY,2024-09-30,1,2.5
RYAAY,2007-02-28,1,2
CNET,2024-09-30,4,1
CNET,2023-01-20,5,1
CNET,2016-08-19,2.5,1
ARQQ,2024-09-25,25,1
BBGI,2024-09-24,20,1
TRAW,2024-09-23,25,1
EVTL,2024-09-23,10,1
IVDA,2024-09-17,8,1
IVDA,2022-04-01,8,1
DECK,2024-09-17,1,6
DECK,2010-07-06,1,3
ZEPP,2024-09-16,4,1
KSCP,2024-09-16,50,1
YJ,2024-09-13,4,1
YJ,2023-06-20,10,1
SNYR,2024-09-13,11.9,1
CTAS,2024-09-12,1,4
ALLR,2024-09-11,30,1
ALLR,2024-04-09,20,1
ALLR,2023-06-29,40,1
ALLR,2023-03-27,35,1
SIRI,2024-09-10,10,1
PSIL,2024-09-10,10,1
TTEK,2024-09-09,1,5
FAX,2024-09-09,6,1
BKSY,2024-09-09,8,1
TNON,2024-09-06,8,1
TNON,2023-11-02,10,1
LITB,2024-09-05,6,1
DPRO,2024-09-05,25,1
BIRD,2024-09-05,20,1
MTNB,2024-09-03,50,1
SNOA,2024-08-30,20,1
SNOA,2019-06-20,9,1
SNOA,2016-06-27,5,1
SNOA,2013-04-01,7,1
GLMD,2024-08-30,12,1
GLMD,2023-05-15,15,1
GDEV,2024-08-29,10,1
XCUR,2024-08-28,5,1
XCUR,2022-06-30,30,1
FBRX,2024-08-28,25,1
QMCO,2024-08-27,20,1
TOVX,2024-08-26,25,1
TOVX,2022-07-25,10,1
TOVX,2018-08-13,35,1
GWH,2024-08-26,15,1
SPCB,2024-08-22,20,1
SPCB,2022-11-23,10,1
SPCB,2007-05-14,5.88235,1
RDHL,2024-08-20,25,1
RDHL,2023-03-23,40,1
DNA,2024-08-20,40,1
CVKD,2024-08-20,15,1
SRFM,2024-08-19,7,1
SITC,2024-08-19,4,1
SITC,2018-05-21,2,1
BETR,2024-08-19,50,1
ALGS,2024-08-19,25,1
GNS,2024-08-16,10,1
QNTM,2024-08-15,1,20
QNTM,2019-10-16,201,1
ASTI,2024-08-15,100,1
ASTI,2023-09-12,200,1
ASTI,2022-01-31,5000,1
ASTI,2018-07-23,1000,1
ASTI,2016-06-02,20,1
ASTI,2014-08-27,10,1
ASTI,2003-07-03,2,1
MNPR,2024-08-13,5,1
VATE,2024-08-09,10,1
VATE,2020-05-22,300,1
CING,2024-08-09,12,1
CING,2023-11-30,20,1
MSTR,2024-08-08,1,10
MSTR,2002-07-31,10,1
NCPL,2024-08-02,70,1
QQQY,2024-08-01,3,1
IWMY,2024-08-01,3,1
CCM,2024-07-30,10,1
FOA,2024-07-26,10,1
SNES,2024-07-25,10,1
SNES,2023-11-17,12,1
SNES,2022-11-16,20,1
SNES,2022-09-01,1,2
SNES,2020-02-05,20,1
EVGN,2024-07-25,10,1
EVGN,2013-11-18,2,1
VXZ,2024-07-24,4,1
VXZ,2016-08-09,4,1
VXZ,2013-11-08,4,1
VXZ,2012-10-05,4,1
VXZ,2010-11-09,4,1
VXX,2024-07-24,4,1
VXX,2023-03-07,4,1
VXX,2021-04-23,4,1
VXX,2017-08-23,4,1
VXX,2016-08-09,4,1
VXX,2013-11-08,4,1
VXX,2012-10-05,4,1
VXX,2010-11-09,4,1
TCRT,2024-07-18,10,1
TCRT,2024-02-01,15,1
SNTI,2024-07-18,10,1
SNTI,2013-10-21,100,1
SNTI,2006-04-11,1000,1
LUCY,2024-07-18,20,1
NVDX,2024-07-16,1,10
NVDX,2004-12-03,30,1
USLM,2024-07-15,1,5
AVGO,2024-07-15,1,10
IMCC,2024-07-12,6,1
IMCC,2022-11-17,10,1
WRB,2024-07-11,2,3
WRB,2022-03-24,2,3
WRB,2019-04-03,1,1.5
WRB,2006-04-05,1,1.5
WRB,2005-04-11,2,3
WRB,2003-08-28,2,3
CLNN,2024-07-11,20,1
AMWL,2024-07-11,20,1
WSM,2024-07-09,1,2
PHIO,2024-07-05,9,1
PHIO,2023-01-26,12,1
PHIO,2020-01-15,55,1
PHIO,2018-01-08,10,1
PHIO,2016-04-18,10,1
NUTX,2024-07-03,10,1
NUTX,2024-04-10,15,1
MDRR,2024-07-03,1,5
MDRR,2024-07-03,10,1
MDRR,2023-05-04,8,1
KORE,2024-07-01,5,1
KORE,2010-03-29,1,2
DARE,2024-07-01,12,1
RIGL,2024-06-27,10,1
RIGL,2003-06-25,9,1
CMG,2024-06-26,1,50
SABA,2024-06-24,2,1
SABA,2003-05-12,4,1
BBSI,2024-06-24,1,4
BBSI,2005-05-20,2,3
ATRA,2024-06-20,25,1
STRR,2024-06-17,5,1
STRR,2019-06-05,10,1
SPCE,2024-06-17,20,1
HYDR,2024-06-17,5,1
CLIP,2024-06-17,4,1
CATX,2024-06-17,10,1
BNED,2024-06-12,100,1
APH,2024-06-12,1,2
APH,2021-03-05,1,2
APH,2014-10-10,1,2
APH,2007-04-02,1,2
APH,2004-03-30,1,2
KPRX,2024-06-11,9,1
KPRX,2022-09-27,40,1
KPRX,2019-08-30,15,1
CNQ,2024-06-11,1,2
CNQ,2010-06-01,1,2
CNQ,2005-05-31,1,2
CNQ,2004-06-01,1,2
NVDA,2024-06-10,1,10
NVDA,2021-07-20,1,4
NVDA,2007-09-11,2,3
NVDA,2006-04-07,1,2
BNC,2024-06-07,12,1
SNGX,2024-06-06,16,1
SNGX,2023-02-10,15,1
SNGX,2022-12-30,1,1.001
SNGX,2016-10-07,10,1
SNGX,2012-02-01,20,1
PLAG,2024-06-03,10,1
PLAG,2018-10-01,25,1
BCDA,2024-05-30,15,1
BCDA,2019-06-06,9,1
BCDA,2017-11-03,12,1
BCDA,2004-01-06,1,6
GV,2024-05-29,15,1
SINT,2024-05-28,200,1
SINT,2022-12-20,100,1
SINT,2019-07-29,30,1
SINT,2017-11-10,12,1
SINT,2016-01-25,15,1
CIG,2024-05-24,1,1.3000000002726
CIG,2022-05-19,1,1.29999999976
CIG,2021-05-03,1,1.11496899948
CIG,2020-08-13,1,1.04113103206
CIG,2013-05-02,1,1.1285484000000001
CIG,2012-05-14,1,1.25
CIG,2010-04-30,1,1.1
CIG,2009-05-14,1,1.25
CIG,2008-04-28,1,2.0202278
CIG,2007-06-12,1,2
CIG,2007-05-08,2,3
CIM,2024-05-22,3,1
CIM,2015-04-07,5,1
SCNI,2024-05-21,10,1
SCNI,2022-11-25,10,1
HSCSW,2024-05-17,100,1
HSCS,2024-05-17,100,1
BNR,2024-05-15,10,1
ZH,2024-05-10,6,1
OLB,2024-05-06,10,1
BZFD,2024-05-06,4,1
SILA,2024-05-02,4,1
SILA,2013-02-13,200,1
RCON,2024-05-01,18,1
RCON,2019-12-27,1,5
PPI,2024-05-01,1,2
BKKT,2024-04-29,25,1
MYSZ,2024-04-23,8,1
MYSZ,2022-12-09,25,1
MYSZ,2019-11-19,15,1
GSUN,2024-04-19,10,1
GGB,2024-04-18,5,6
GGB,2023-03-22,20,21
GGB,2008-06-20,1,2
GGB,2006-04-21,1,1.5
GGB,2005-04-19,1,1.5
GGB,2004-05-07,1,2
GRRR,2024-04-15,10,1
FRPH,2024-04-15,1,2
FRPH,2011-01-18,1,3
FLNT,2024-04-12,6,1
FLNT,2003-01-27,150,1
AGEN,2024-04-12,20,1
AGEN,2011-10-03,6,1
SVXY,2024-04-11,1,2
SVXY,2018-09-18,4,1
SVXY,2017-07-17,1,2
SVXY,2014-01-24,1,2
SVXY,2012-10-05,1,2
KOLD,2024-04-11,1,2
KOLD,2022-05-26,4,1
KOLD,2022-01-14,5,1
KOLD,2016-07-25,1,3
KOLD,2013-06-10,4,1
KOLD,2012-05-11,1,3
SPXV,2024-04-10,1,2
SPXN,2024-04-10,1,2
SPXE,2024-04-10,1,2
QID,2024-04-10,5,1
QID,2021-01-21,4,1
QID,2018-05-24,4,1
QID,2014-01-24,4,1
QID,2011-02-25,5,1
PSQ,2024-04-10,5,1
PSQ,2014-11-06,4,1
PALI,2024-04-08,15,1
PALI,2022-11-16,50,1
PALI,2019-07-18,20,1
PALI,2017-01-09,13,1
RNAC,2024-04-05,30,1
RNAC,2023-12-01,1,2
GLAD,2024-04-05,2,1
RENT,2024-04-03,20,1
NRXP,2024-04-02,10,1
GE,2024-04-02,1000,1253
GE,2023-01-04,1000,1281
GE,2021-08-02,8,1
PLUR,2024-04-01,8,1
PLUR,2019-07-25,10,1
MMM,2024-04-01,1000,1196
MMM,2003-09-30,1,2
ODFL,2024-03-28,1,2
ODFL,2020-03-25,2,3
ODFL,2012-09-10,2,3
ODFL,2010-08-24,2,3
ODFL,2005-12-01,1,1.5
ODFL,2004-05-21,2,3
ODFL,2003-06-17,2,3
DOYU,2024-03-28,10,1
LGVN,2024-03-27,10,1
GHI,2024-03-27,1,1.00417
GHI,2023-12-28,1,1.00415
GHI,2023-09-28,1,1.00418
GHI,2023-06-29,1,1.00448
GHI,2022-12-29,1,1.0105
CTRM,2024-03-27,10,1
CTRM,2021-05-28,10,1
INTZ,2024-03-25,20,1
INTZ,2004-03-29,4,1
LENZ,2024-03-22,7,1
ATER,2024-03-22,12,1
CSPI,2024-03-21,1,2
AEVA,2024-03-19,5,1
YSG,2024-03-18,5,1
OTLK,2024-03-14,20,1
OTLK,2019-03-18,8,1
FBL,2024-03-13,1,5
LMFA,2024-03-12,6,1
LMFA,2021-05-07,5,1
LMFA,2018-10-16,10,1
PGY,2024-03-08,12,1
GXAI,2024-03-08,12,1
CISO,2024-03-08,15,1
SOXX,2024-03-07,1,3
IYT,2024-03-07,1,4
IYK,2024-03-07,1,3
IYH,2024-03-07,1,5
IYG,2024-03-07,1,3
IHF,2024-03-07,1,5
IHE,2024-03-07,1,3
IGV,2024-03-07,1,5
IGM,2024-03-07,1,6
IFBD,2024-03-04,8,1
IFBD,2023-11-20,20,1
IFBD,2023-05-15,5,1
IFBD,2022-09-09,5,1
CELU,2024-02-29,10,1
PHUN,2024-02-27,50,1
WMT,2024-02-26,1,3
TRIB,2024-02-23,5,1
TRIB,2005-06-02,4,1
IJH,2024-02-22,1,5
IJH,2005-06-09,1,2
COO,2024-02-20,1,4
AMBO,2024-02-20,10,1
ACB,2024-02-20,10,1
ACB,2020-05-11,12,1
VRM,2024-02-14,80,1
DTIL,2024-02-14,30,1
SGLY,2024-02-12,10,1
SGLY,2020-07-07,5,1
ASMB,2024-02-12,12,1
CENTA,2024-02-09,4,5
CENT,2024-02-09,4,5
CENT,2007-02-06,1,3
GTBP,2024-02-05,30,1
GTBP,2021-02-11,17,1
CAMP,2024-02-02,23,1
HUBG,2024-01-29,1,2
HUBG,2006-06-07,1,2
HUBG,2005-05-12,1,2
INO,2024-01-25,12,1
INO,2014-06-06,4,1
UNG,2024-01-24,4,1
UNG,2018-01-05,4,1
UNG,2012-02-22,4,1
UNG,2011-03-09,2,1
INSG,2024-01-24,10,1
DTSS,2024-01-23,15,1
DTSS,2018-05-01,3,1
DTSS,2015-11-19,1,5
REBN,2024-01-22,8,1
UXIN,2024-01-16,10,1
UXIN,2022-10-28,10,1
MESO,2024-01-10,2,1
SABS,2024-01-05,10,1
DSS,2024-01-05,20,1
DSS,2020-05-08,30,1
DSS,2016-08-26,4,1
JSPR,2024-01-04,10,1
TENX,2024-01-03,80,1
TENX,2023-01-05,20,1
TENX,2018-02-26,20,1
TENX,2013-05-13,20,1
PRSO,2024-01-03,40,1
PRSO,2019-08-28,20,1
PRSO,2017-02-16,10,1
KTTA,2024-01-02,20,1
VS,2023-12-29,16,1
VS,2022-11-09,15,1
AVTX,2023-12-29,240,1
AVTX,2022-07-08,12,1
AVTX,2007-09-10,51,1
LIDR,2023-12-27,30,1
SIDU,2023-12-20,100,1
SCOR,2023-12-20,20,1
CGC,2023-12-20,10,1
YQ,2023-12-18,5,1
YQ,2021-11-17,4,1
VRAX,2023-12-18,10,1
NLOP,2023-12-15,1,1.0142737196
LU,2023-12-15,4,1
SRZN,2023-12-14,15,1
JG,2023-12-11,20,1
TIL,2023-12-08,20,1
XOS,2023-12-07,30,1
DSX,2023-12-05,5,6
DSX,2023-11-24,1,1.044642857
DEC,2023-12-05,20,1
TMF,2023-12-04,10,1
TMF,2016-08-25,1,4
LABU,2023-12-04,20,1
LABU,2016-03-24,4,1
HUT,2023-12-04,5,1
RGS,2023-11-29,20,1
PRAX,2023-11-29,15,1
IBIO,2023-11-29,20,1
IBIO,2022-10-10,25,1
IBIO,2018-06-11,10,1
VTVT,2023-11-21,40,1
TRVG,2023-11-17,5,1
AMTD,2023-11-17,3,1
AMTD,2022-11-22,2,1
HYMC,2023-11-15,10,1
CELH,2023-11-15,1,3
PRE,2023-11-14,15,1
MDXH,2023-11-14,10,1
DOGZ,2023-11-07,20,1
BYFC,2023-11-01,8,1
CBIO,2023-10-31,15,1
CBIO,2006-02-06,15,1
VVOS,2023-10-27,25,1
JWEL,2023-10-27,16,1
CPOP,2023-10-27,10,1
VHC,2023-10-26,20,1
ADXN,2023-10-23,20,1
REE,2023-10-18,30,1
IMTE,2023-10-17,10,1
SLNH,2023-10-16,25,1
SLNH,2008-05-16,8,1
MIND,2023-10-16,10,1
JCSE,2023-10-16,3,1
AQB,2023-10-16,20,1
EDSA,2023-10-11,7,1
EDSA,2018-05-07,7,1
FBIO,2023-10-10,15,1
SPRU,2023-10-09,8,1
SPRU,2004-12-10,13,1
SKIL,2023-10-02,20,1
NCTY,2023-10-02,10,1
NCTY,2020-10-19,10,1
NCTY,2018-05-09,3,1
ARR,2023-10-02,5,1
ARR,2015-08-03,8,1
AKA,2023-10-02,12,1
TOPS,2023-09-29,12,1
TOPS,2022-09-23,20,1
TOPS,2020-08-10,25,1
TOPS,2019-08-22,20,1
TOPS,2018-03-26,10,1
TOPS,2017-10-06,2,1
TOPS,2017-08-03,30,1
TOPS,2017-06-23,15,1
TOPS,2017-05-11,20,1
TOPS,2016-02-22,10,1
TOPS,2014-04-21,7,1
TOPS,2011-06-24,10,1
TOPS,2008-03-20,3,1
CRIS,2023-09-29,20,1
CRIS,2018-05-30,5,1
XWEL,2023-09-28,20,1
XWEL,2020-06-11,3,1
XWEL,2019-02-25,20,1
XWEL,2015-11-30,10,1
FTK,2023-09-26,6,1
FTK,2007-07-12,1,2
NGNE,2023-09-25,5,1
PRPO,2023-09-22,20,1
PRPO,2019-04-29,15,1
NTRP,2023-09-22,20,1
NTRP,2017-02-15,2,1
NTRP,2017-01-12,1,32
NTRP,2016-03-17,100,1
SMTK,2023-09-21,35,1
PYPD,2023-09-21,30,1
NVO,2023-09-20,1,2
NVO,2014-01-09,1,5
NVO,2007-12-17,1,2
AROW,2023-09-19,1,1.03
AROW,2022-09-16,1,1.03
AROW,2021-09-16,100,103
AROW,2020-09-16,1,1.03
AROW,2019-09-16,1,1.03
AROW,2018-09-18,1,1.03
AROW,2017-09-19,1,1.03
AROW,2016-09-19,1,1.03
AROW,2015-09-17,1,1.02
AROW,2014-09-17,1,1.02
AROW,2003-09-30,4,5
WETH,2023-09-12,20,1
SYRE,2023-09-08,25,1
SKYE,2023-09-08,250,1
ACFN,2023-09-08,16,1
DSGR,2023-09-01,1,2
SPIR,2023-08-31,8,1
RUSHB,2023-08-29,2,3
RUSHB,2020-10-13,1,1.5
RUSHA,2023-08-29,2,3
RUSHA,2020-10-13,1,1.5
TMV,2023-08-28,1,4
TMV,2020-04-23,10,1
TMV,2011-11-10,5,1
MEXX,2023-08-28,1,5
MEXX,2020-03-27,12,1
GUSH,2023-08-28,1,4
GUSH,2020-03-24,40,1
GUSH,2019-11-22,10,1
GUSH,2017-05-01,1,2
GUSH,2016-03-24,10,1
BTCT,2023-08-24,20,1
BTCT,2022-05-06,30,1
AMC,2023-08-24,10,1
SRE,2023-08-22,1,2
CPRT,2023-08-22,1,2
CPRT,2022-11-04,1,2
CPRT,2017-04-11,1,2
CPRT,2012-03-29,1,2
AAON,2023-08-17,2,3
AAON,2013-07-03,2,3
AAON,2011-06-14,2,3
AAON,2007-08-22,1,1.5
HEDJ,2023-08-10,1,2
AGZD,2023-08-10,1,2
NCMI,2023-08-04,10,1
EXLS,2023-08-02,1,5
KPLT,2023-07-28,25,1
BNTC,2023-07-26,17,1
DXF,2023-07-25,10,1
DXF,2017-12-29,3,1
ABVC,2023-07-25,10,1
ABVC,2019-05-08,18,1
ABVC,2016-04-11,1,3.141
ABVC,2010-12-28,1,5
ABVC,2007-06-19,1,2.573255
ABVC,2005-06-09,1,1.2
XLG,2023-07-17,1,10
XLG,2004-03-12,4,1
RZG,2023-07-17,1,3
RWJ,2023-07-17,1,3
RSPU,2023-07-17,1,2
RSPT,2023-07-17,1,10
RSPS,2023-07-17,1,5
RSPN,2023-07-17,1,5
RSPM,2023-07-17,1,5
RSPH,2023-07-17,1,10
RSPD,2023-07-17,1,3
RSPD,2009-09-15,12,1
RPG,2023-07-17,1,5
RFG,2023-07-17,1,5
PXJ,2023-07-17,5,1
PTH,2023-07-17,1,3
PTF,2023-07-17,1,3
PSP,2023-07-17,5,1
PSI,2023-07-17,1,3
PSCT,2023-07-17,1,3
PSCH,2023-07-17,1,3
PSCE,2023-07-17,5,1
PSCC,2023-07-17,1,3
PRFZ,2023-07-17,1,5
PRF,2023-07-17,1,5
PNQI,2023-07-17,1,5
IGPT,2023-07-17,1,3
BMVP,2023-07-17,1,3
DRUG,2023-07-14,5,1
OWLT,2023-07-10,14,1
AUID,2023-07-10,8,1
OGI,2023-07-07,4,1
STRC,2023-07-06,6,1
WKEY,2023-07-05,2.5,1
WKEY,2022-06-23,2,1
BFRI,2023-07-05,20,1
FMST,2023-07-04,50,1
LH,2023-07-03,1000,1164
IKT,2023-06-30,6,1
SKLZ,2023-06-26,20,1
DOUG,2023-06-21,1,1.05
EFOI,2023-06-20,7,1
EFOI,2020-06-12,5,1
EFOI,2014-07-18,10,1
IZEA,2023-06-16,4,1
IZEA,2016-01-11,20,1
IZEA,2012-08-01,40,1
IZEA,2011-06-07,1,15.28117
ELVA,2023-06-16,5,1
LOCL,2023-06-15,13,1
HWBK,2023-06-14,1,1.04
HWBK,2022-06-14,1,1.04
HWBK,2021-06-14,1,1.04
HWBK,2020-06-12,1,1.04
HWBK,2019-06-13,1,1.04
HWBK,2018-06-14,1,1.04
HWBK,2017-06-13,1,1.04
HWBK,2016-06-13,1,1.04
HWBK,2015-06-11,1,1.04
HWBK,2013-06-12,1,1.04
HWBK,2012-06-13,1,1.04
HWBK,2011-06-13,1,1.04
HWBK,2010-06-11,1,1.04
HWBK,2009-06-11,1,1.04
HWBK,2003-07-16,2,3
CELZ,2023-06-12,10,1
CELZ,2021-11-10,500,1
CELZ,2020-02-03,150,1
CNVS,2023-06-09,20,1
CNVS,2016-05-10,10,1
VTGN,2023-06-07,30,1
BBLGW,2023-06-07,30,1
WPRT,2023-06-06,10,1
WPRT,2008-07-24,3.5,1
GROV,2023-06-06,5,1
GROV,2012-09-28,5,1
LIXT,2023-06-05,10,1
LIXT,2020-11-20,6,1
DPST,2023-06-05,10,1
DPST,2021-10-25,1,5
DPST,2020-04-23,10,1
VSTM,2023-06-01,12,1
LIQT,2023-05-26,8,1
LIQT,2019-04-09,4,1
ITRG,2023-05-26,2.5,1
ITRG,2020-07-09,2.5,1
CHDN,2023-05-22,1,2
CHDN,2019-01-28,1,3
GREE,2023-05-16,10,1
GREE,2013-06-19,1,8
CYCN,2023-05-16,20,1
XBIO,2023-05-15,10,1
XBIO,2019-06-25,12,1
XBIO,2016-06-01,33,1
XBIO,2013-03-01,1,10
LPCN,2023-05-12,17,1
BTCS,2023-05-11,1,2
BTCS,2021-08-17,10,1
BTCS,2019-04-10,30,1
BTCS,2017-02-15,60,1
SMH,2023-05-05,1,2
GTE,2023-05-05,10,1
WGS,2023-05-04,33,1
WEED,2023-05-01,5,1
MEME,2023-05-01,5,1
IMPP,2023-04-28,15,1
CBUS,2023-04-25,10,1
CBUS,2008-05-06,1,4
BKTI,2023-04-24,5,1
OUST,2023-04-21,10,1
GAME,2023-04-11,4,1
MNST,2023-03-28,1,2
MNST,2016-11-10,1,3
CREX,2023-03-27,3,1
CREX,2018-10-31,30,1
CREX,2012-12-17,5,1
GCBC,2023-03-24,1,2
GCBC,2016-03-16,1,2
